Title,URL,Views,Channel,Upload Date,Duration
DeepSeek AI จากจีน ตัวพลิกเกมสู้อเมริกา | ลงทุนแมนจะเล่าให้ฟัง,https://www.youtube.com/watch?v=oVp4YgVjs7I&pp=ygUIRGVlcHNlZWs%3D,196K views,,2 weeks ago,
¿Qué es Mejor DeepSeek o ChatGPT? 🤯,https://www.youtube.com/shorts/nOSJUgHZKEQ,56K views,,2 weeks ago,
Future of AI: what happens after DeepSeek? (No One knows - but I have a guess),https://www.youtube.com/watch?v=tjtnA8sm9ZA&pp=ygUIRGVlcHNlZWs%3D,24K views,,4 days ago,
Using DeepSeek be like... 💀 #animation #chatgpt #AI #deepseek #fyi #technology #China,https://www.youtube.com/shorts/E2Am7aEyQ5I,19K views,,12 days ago,
How to Earn with DeepSeek AI | Create a Tool Website Using Deepseek AI✅ DeepSeek R1,https://www.youtube.com/watch?v=FftV0cBAUjU&pp=ygUIRGVlcHNlZWs%3D,32K views,,5 days ago,20:24
DEEPSEEK R1 EXPLAINED. HOW DOES THIS AI HUMILIATE SILICON VALLEY??,https://www.youtube.com/watch?v=8hatfPV4W9M&pp=ygUIRGVlcHNlZWs%3D,45K views,,2 weeks ago,
"How To Build A $10,000 App with AI (Cursor + DeepSeek)",https://www.youtube.com/watch?v=WZ8g6deOyAk&pp=ygUIRGVlcHNlZWs%3D,458K views,,2 weeks ago,
Did you try deepseek ? | China deepseek ai #deepseek #chatgpt,https://www.youtube.com/shorts/lFzXLplA2LE,469K views,,2 weeks ago,
How to Earn $240/Hour with DeepSeek For FREE (Make Money Online 2025),https://www.youtube.com/watch?v=ltG_EgCUZyw&pp=ygUIRGVlcHNlZWs%3D,112K views,,7 days ago,
OpenAI o3 tries to curb stomp DeepSeek...,https://www.youtube.com/watch?v=PoeFxGzPpXE&pp=ygUIRGVlcHNlZWs%3D,1.2M views,,11 days ago,
What happens when DeepSeek R1 (671B) runs on the Raspberry Pi 5?,https://www.youtube.com/watch?v=90AHn0S3zDA&pp=ygUIRGVlcHNlZWs%3D,23K views,,7 days ago,
Chinese DeepSeek Panicked the Stock Market,https://www.youtube.com/shorts/0IrBab1xtfM,243K views,,2 weeks ago,
【精華】DeepSeek如何顛覆AI界？曲博用一張圖讓你秒懂AI運作！《鈔錢部署》盧燕俐 ft.曲博 20250207,https://www.youtube.com/watch?v=U7dXyefV8k0&pp=ygUIRGVlcHNlZWs%3D,160K views,,9 days ago,
INSANE AI Writer Does Auto SEO BETTER Than Humans! DeepSeek R1&V3,https://www.youtube.com/watch?v=mXAIYWI5qHY&pp=ygUIRGVlcHNlZWs%3D,2.1K views,,1 day ago,
Big Tech in panic mode... Did DeepSeek R1 just pop the AI bubble?,https://www.youtube.com/watch?v=Nl7aCUsWykg&pp=ygUIRGVlcHNlZWs%3D,3.7M views,,2 weeks ago,3:37
Mark Zuckerberg on DeepSeek | Lex Fridman Podcast,https://www.youtube.com/watch?v=OyYYbO4_aCI&pp=ygUIRGVlcHNlZWs%3D,17K views,,7 days ago,
Chinese DeepSeek AI Wipes Off $1 Trillion From US Tech Giants In A Day | Explained by Ankit Agrawal,https://www.youtube.com/watch?v=5z3gCirY_BI&pp=ygUIRGVlcHNlZWs%3D,349K views,,2 weeks ago,11:51
✅ Instant AdSense Approval Using DeepSeek AI – Step-by-Step Guide #adsense #blogging,https://www.youtube.com/watch?v=sATpKXzUooA&pp=ygUIRGVlcHNlZWs%3D,8.2K views,,5 days ago,13:15
DeepSeek R1 Explained – The Mind-Blowing AI Model.,https://www.youtube.com/watch?v=rWky1japtJ8&pp=ygUIRGVlcHNlZWs%3D,374K views,,2 weeks ago,7:37
Free AI Challenger: DeepSeek R1 vs. ChatGPT O1!,https://www.youtube.com/watch?v=3chfe8Q9rtQ&pp=ygUIRGVlcHNlZWs%3D,187K views,,3 weeks ago,29:39
What is DeepSeek & why is everyone talking about this Chinese company?,https://www.youtube.com/watch?v=XhNZGNXxCXo&pp=ygUIRGVlcHNlZWs%3D,20K views,,2 weeks ago,6:24
ChatGPT VS DeepSeek : Controversial Questions #Shorts #Viral,https://www.youtube.com/shorts/NsZRj8HOLXk,89K views,,2 weeks ago,
"輝達.微軟.亞馬遜""跪了?同日接入DeepSeek【國際直球對決】精華版 ‪‪‪@全球大視野Global_Vision",https://www.youtube.com/watch?v=2Zd-EBcNQDk&pp=ygUIRGVlcHNlZWs%3D,176K views,,13 days ago,
"Fast simple way to use DeepSeek AI on your local computer for FREE and Offline, WITHOUT sending your",https://www.youtube.com/shorts/Ai2SZ3QquXs,34K views,,2 weeks ago,
DeepSeek a Démultiplié sa Vitesse x2 TOUT SEUL - L'IA Auto-Évolutive,https://www.youtube.com/watch?v=LDfuiGfNcgM&pp=ygUIRGVlcHNlZWs%3D,55K views,,7 days ago,
¿Qué Está Pasando Con DeepSeek?,https://www.youtube.com/watch?v=FI9O05gDBKg&pp=ygUIRGVlcHNlZWs%3D,285K views,,13 days ago,
How to Earn Rs.2000/Day from DeepSeek AI | Create a Free Tool Website Using Deepseek AI in Telugu,https://www.youtube.com/watch?v=eNS5CZMfRJk&pp=ygUIRGVlcHNlZWs%3D,9.6K views,,1 day ago,24:05
Cadeia pra quem usar DeepSeek,https://www.youtube.com/watch?v=eU_UtqbOeDE&pp=ygUIRGVlcHNlZWs%3D,49K views,,9 days ago,
What is China’s DeepSeek and Why It Matters - Podcast with Nasir Baig,https://www.youtube.com/watch?v=yWFOrpP2D3o&pp=ygUIRGVlcHNlZWs%3D,603K views,,2 weeks ago,24:35
ChatGPT vs DeepSeek: FULL Comparison,https://www.youtube.com/shorts/uk614uNrErA,80K views,,2 weeks ago,
ക്ലാസിലെ ജാടയില്ലാത്ത പുതിയ പഠിപ്പിസ്റ്റ്! DEEPSEEK #umerabdussalam #ai,https://www.youtube.com/shorts/Hb_KhnemAeM,32K views,,2 weeks ago,
DeepSeek: российские эксперты — про китайскую нейросеть | Обзор: этот чат-бот лучше ChatGPT?,https://www.youtube.com/watch?v=gfDX4tmI3vk&pp=ygUIRGVlcHNlZWs%3D,816K views,,2 weeks ago,
DeepSeek: Te lo explico TODO 🐋💥,https://www.youtube.com/watch?v=CqX6PbVEE2g&pp=ygUIRGVlcHNlZWs%3D,251K views,,2 weeks ago,20:25
DeepSeek剛火就要垮掉嗎？史上最通俗的AI科普！十分鐘搞懂中國Ai彎道超車的手段！,https://www.youtube.com/watch?v=nN-VacxHUH8&pp=ygUIRGVlcHNlZWs%3D,757K views,,9 days ago,
What India can learn from DeepSeek,https://www.youtube.com/watch?v=UR3HGeldsAQ&pp=ygUIRGVlcHNlZWs%3D,104K views,,5 days ago,23:45
DeepSeek AI Wiped $465 Billion of Nvidia🔥 #deepseek #ai,https://www.youtube.com/shorts/04r8Vp6GxTg,16K views,,2 weeks ago,
DeepSeek震撼美股！將威脅NVIDIA地位？究竟是曇花一現還是真有威脅！？,https://www.youtube.com/watch?v=spoPf8CjjBo&pp=ygUIRGVlcHNlZWs%3D,403K views,,12 days ago,
【超全教程】DeepSeek 3大用法！再見ChatGPT/cursor｜最強開源模型，AI對話/AI編程/AI翻譯｜怎麼用好DeepSeek？手把手全新教程｜vs code/沉浸式翻譯,https://www.youtube.com/watch?v=iYr1UB8ZXhI&pp=ygUIRGVlcHNlZWs%3D,596K views,,1 month ago,12:26
"DeepSeek leveraged US chips, ‘stolen’ technology",https://www.youtube.com/shorts/AXHPm2MSpyw,700 views,,2 weeks ago,
"DeepSeek, l'intelligence artificielle chinoise qui fait trembler la tech américaine • FRANCE 24",https://www.youtube.com/watch?v=wnu1IB2knJs&pp=ygUIRGVlcHNlZWs%3D,251K views,,2 weeks ago,
Ending the debate on Deepseek vs. ChatGPT | Things you must know about the new AI.,https://www.youtube.com/watch?v=2a-X6Rzxn88&pp=ygUIRGVlcHNlZWs%3D,138K views,,2 weeks ago,
China's NEW Deepseek AI: The ChatGPT Killer? How It Can Pay Your Rent or Mortgage!,https://www.youtube.com/watch?v=PA-sqqTAbPs&pp=ygUIRGVlcHNlZWs%3D,21K views,,3 days ago,19:57
DeepSeek-R1: EASIEST WAY To Learn To Code in 2025,https://www.youtube.com/watch?v=ItGxewEdpaQ&pp=ygUIRGVlcHNlZWs%3D,293K views,,2 weeks ago,6:52
Ena Sam u😂 OpenAI🇺🇸 Vs Deepseek Vs Alibaba Qwen AI🇨🇳 Wait for End🤣,https://www.youtube.com/shorts/KtQTPILXsLM,97K views,,2 weeks ago,
Did DeepSeek Steal OpenAI Data? Microsoft Begins Probe | Explained by Ankit Agrawal,https://www.youtube.com/watch?v=-WbCgl8gn60&pp=ygUIRGVlcHNlZWs%3D,207K views,,2 weeks ago,
World's First Self-Correcting Open Source Model - Deepseek R1,https://www.youtube.com/shorts/Y3n-XoBST_s,24K views,,3 weeks ago,
Deepseek R1 671b Running LOCAL AI LLM is a ChatGPT Killer!,https://www.youtube.com/watch?v=yFKOOK6qqT8&pp=ygUIRGVlcHNlZWs%3D,522K views,,2 weeks ago,19:13
Deepseek VL-2 : Deepseek STRIKES BACK with their NEW CRAZY AI VISION MODEL!,https://www.youtube.com/watch?v=7uD8X_25n18&pp=ygUIRGVlcHNlZWs%3D,35K views,,9 days ago,9:33
ചൈന Ai കാരണം അമേരിക്കൻ Ai കമ്പനികളൊക്കെ വീണു ! DEEPSEEK R1 REVIEW,https://www.youtube.com/watch?v=BCR4Mk3A4Lo&pp=ygUIRGVlcHNlZWs%3D,290K views,,3 weeks ago,16:22
Bro outsmarted DeepSeek 💀,https://www.youtube.com/shorts/LlO6RzJNFcE,3.8K views,,1 day ago,
#Deepseek R1 671 local #ai running soon!,https://www.youtube.com/shorts/ODwN2Zvzjcg,61K views,,2 weeks ago,
DeepSeek is a Game Changer for AI - Computerphile,https://www.youtube.com/watch?v=gY4Z-9QlZ64&pp=ygUIRGVlcHNlZWs%3D,1.4M views,,2 weeks ago,19:58
"I Asked DEEPSEEK AI “What's the BEST Way to Make $1,000/Day Online?” Result = $48,416 (SHOCKED)",https://www.youtube.com/watch?v=5xekL3l24hI&pp=ygUIRGVlcHNlZWs%3D,55K views,,10 days ago,
Full Course - Make DeepSeek-R1 Mobile Tool Website n Earn Money | DeepSeek R1 Full Course,https://www.youtube.com/watch?v=Jbw6oz3Q1_8&pp=ygUIRGVlcHNlZWs%3D,60K views,,10 days ago,
السفاح الصيني.. هلع وذعر شركات التكنولوجيا الأمريكية أمام الذكاء الصيني ديب سيك- deepseek,https://www.youtube.com/watch?v=pyCZSVRcYiM&pp=ygUIRGVlcHNlZWs%3D,543K views,,2 weeks ago,
Deepseek AI is taking the world by storm and here are the top 3 features,https://www.youtube.com/shorts/umiyMPEWr0A,6.6K views,,3 weeks ago,
DeepSeek R1 Explained: This Free AI Model Changes Everything! (How to Install on Mac),https://www.youtube.com/watch?v=Ysu2BTBH3Uk&pp=ygUIRGVlcHNlZWs%3D,105K views,,2 weeks ago,14:55
DeepSeek AI آموزش جامع هوش مصنوعی کشور چین، دیپ سیک: رایگان و قدرتمند,https://www.youtube.com/watch?v=JVWIB6PlLwI&pp=ygUIRGVlcHNlZWs%3D,62K views,,1 month ago,
All You Need To Know About DeepSeek- ChatGPT Killer,https://www.youtube.com/watch?v=ZoWxZ8Ihf4M&pp=ygUIRGVlcHNlZWs%3D,126K views,,2 weeks ago,14:43
🤖 PRUEBO DEEPSEEK Y HABLA DE MÍ - #Test | La red de Mario,https://www.youtube.com/watch?v=vW-XFhY9cJA&pp=ygUIRGVlcHNlZWs%3D,11K views,,6 days ago,
DeepSeek -ன் மரண அடி 🔥 | ChatGPT ❌ DeepSeek ✅,https://www.youtube.com/watch?v=-s9WNqVuRms&pp=ygUIRGVlcHNlZWs%3D,504K views,,2 weeks ago,
A kínai DeepSeek! Vége a ChatGPT-nek? // AUTÓSÁMÁN,https://www.youtube.com/watch?v=KnXCn7FGskQ&pp=ygUIRGVlcHNlZWs%3D,15K views,,2 weeks ago,
中國DeepSeek掀市場震撼 美科技股夜盤暴跌｜DeepSeek橫空出世 中國強大美嚇呆【鄭亦真辣晚報】精華版 @中天新聞CtiNews,https://www.youtube.com/watch?v=WARDSeyxbj8&pp=ygUIRGVlcHNlZWs%3D,442K views,,2 weeks ago,
How To Use DeepSeek For Beginners,https://www.youtube.com/watch?v=ExhKoFKEvh8&pp=ygUIRGVlcHNlZWs%3D,26K views,,2 weeks ago,
DeepSeek V3: Revolutionizing AI Search with Unmatched Accuracy,https://www.youtube.com/shorts/G7CwLtAoHss,1.7K views,,1 month ago,
China’s New AI Model DeepSeek Just Won the Tech Race...American CEOs in Shock!,https://www.youtube.com/watch?v=OC2J-0vlhy8&pp=ygUIRGVlcHNlZWs%3D,1.3M views,,3 weeks ago,15:44
许成钢谈经论政：DeepSeek是人工智能领域里的重大突破吗？,https://www.youtube.com/watch?v=EioY5g2C-sg&pp=ygUIRGVlcHNlZWs%3D,251K views,,7 days ago,
DeepSeek-R1 FULL 1 Hour 40 min Course,https://www.youtube.com/watch?v=asdpMLAzyA0&pp=ygUIRGVlcHNlZWs%3D,183K views,,2 weeks ago,
AMERİKA'NIN KORKULU RÜYASI DEEPSEEK | Kimse bunları anlatmadı!,https://www.youtube.com/watch?v=r4XG6Yv-7q0&pp=ygUIRGVlcHNlZWs%3D,196K views,,2 weeks ago,
Earn 100K/Month Using DeepSeek AI | Create Tool Website Using DeepSeek AI | DeepSeek R1 Full Course,https://www.youtube.com/watch?v=VP9gBWq3TJQ&pp=ygUIRGVlcHNlZWs%3D,44K views,,4 days ago,13:29
New Letest Ai Tools Inventors #shorts #coding #ai #artificialintelligence #inventions,https://www.youtube.com/shorts/yMpmXxrxqak,11K views,,1 day ago,
"DeepSeek R1: genial para startups, malo para Silicon Valley",https://www.youtube.com/watch?v=Xk33QyjSIl0&pp=ygUIRGVlcHNlZWs%3D,786K views,,2 weeks ago,
DeepSeek is Absolute Garbage,https://www.youtube.com/watch?v=jCgIhhKn6Lw&pp=ygUIRGVlcHNlZWs%3D,146K views,,2 weeks ago,12:57
Unbelievable Move by Deepseek | Beats DALLE-3! (How To Use for Free),https://www.youtube.com/watch?v=TOIxDoPaaEc&pp=ygUIRGVlcHNlZWs%3D,206K views,,2 weeks ago,4:06
"DeepSeek Vs. ChatGPT: AI යුද්ධයෙන් දිනන්නේ චීනයද, ඇමෙරිකාවද? Patali Champika Ranawaka | Rasika",https://www.youtube.com/watch?v=GEBwKO7-9cE&pp=ygUIRGVlcHNlZWs%3D,37K views,,10 days ago,1:01:34
"DeepSeek: Free, powerful, dangerous? What you need to know now!",https://www.youtube.com/watch?v=nQ1uIqZn-l8&pp=ygUIRGVlcHNlZWs%3D,6.3K views,,6 days ago,
Will China's AI Destroy American Tech? | DeepSeek vs ChatGPT | GRAVITAS,https://www.youtube.com/shorts/LD3zn_wYw9Q,6.2K views,,2 weeks ago,
"Cómo usar instalar la IA DEEPSEEK en MÓVIL, WEB, LOCAL y con otras HERRAMIENTAS",https://www.youtube.com/watch?v=YMXYZUN7sVY&pp=ygUIRGVlcHNlZWs%3D,183K views,,2 weeks ago,20:00
How China’s DeepSeek Came for Big AI,https://www.youtube.com/watch?v=zw-XrTmuirg&pp=ygUIRGVlcHNlZWs%3D,552K views,,2 weeks ago,8:57
FASTEST Way to Make Money Online with DEEPSEEK AI BOT ($230/Day),https://www.youtube.com/watch?v=lGf07vI112w&pp=ygUIRGVlcHNlZWs%3D,26K views,,10 days ago,13:10
Free Course - Make an Mobile App Using DeepSeek-R1 and Earn Money | DeepSeek AI Se Mobile App Banaye,https://www.youtube.com/watch?v=ovRWKH4j_LQ&pp=ygUIRGVlcHNlZWs%3D,162K views,,12 days ago,
Tutto quello che devi sapere su Deepseek,https://www.youtube.com/watch?v=mSMiA4M4pWY&pp=ygUIRGVlcHNlZWs%3D,186K views,,2 weeks ago,12:17
IBM CEO says DeepSeek moment will help fuel AI adoption#deepseek #shorts #ai #ibm,https://www.youtube.com/shorts/5-78Pr5Ft-4,5.9K views,,4 days ago,
Use China’s new AI Chatbot for free 🔥💯 #shorts #pc #deepseek #chatgpt #ai,https://www.youtube.com/shorts/G18Fav7Q2Fk,234K views,,2 weeks ago,
"DeepSeek狂熱續燒! 靠""孫子兵法""權謀打趴OpenAI? 逾2000個山寨DeepSeek網站現蹤! 6成IP竟在美國!│陳斐娟 主持│202502015│關我什麼事 feat.朱岳中.王兆立",https://www.youtube.com/watch?v=QIx59XOtARs&pp=ygUIRGVlcHNlZWs%3D,11K views,,1 day ago,12:29
眼看ChatGPT在棋盘占优势 DeepSeek玩臭改规则 | 新闻报报看 09/02/2025,https://www.youtube.com/watch?v=sJk7z9nOtlI&pp=ygUIRGVlcHNlZWs%3D,85K views,,7 days ago,
China’s DeepSeek AI censorship,https://www.youtube.com/shorts/aAOydVRt2Rc,544K views,,3 weeks ago,
"Build anything with DeepSeek-R1, here’s how",https://www.youtube.com/watch?v=E05tO8ic45E&pp=ygUIRGVlcHNlZWs%3D,188K views,,3 weeks ago,
【レベル別】DeepSeekの利用は危険なのか？【解説】,https://www.youtube.com/watch?v=7jrOqwBAWKY&pp=ygUIRGVlcHNlZWs%3D,71K views,,2 weeks ago,
DeepSeek hits AI tech companies,https://www.youtube.com/shorts/5t0REM1GHEM,53K views,,2 weeks ago,
Earn Money with DeepSeek using THIS Strategy ($1000+ PER WEEK),https://www.youtube.com/watch?v=XfQpEcvLyK0&pp=ygUIRGVlcHNlZWs%3D,22K views,,8 days ago,
Why Deepseek doesn't need Internet? #ai #deepseek #tamilshorts,https://www.youtube.com/shorts/4wwaMUQ_o58,220K views,,11 days ago,
DeepSeek A.I. : Chinese gov’t never makes mistakes x99,https://www.youtube.com/shorts/DifzbqnoQfo,276K views,,2 weeks ago,
OpenAI CEO奧爾特曼：DeepSeek令人印象深刻，很高興有另一個競爭對手。#OpenAI #DeepSeek #SamAltman #深度求索,https://www.youtube.com/shorts/XCauksnCbeo,58K views,,11 days ago,
"DeepSeek, ChatGPT'ye Nasıl Diz Çöktürdü?",https://www.youtube.com/watch?v=X40-2AzAj-8&pp=ygUIRGVlcHNlZWs%3D,791K views,,7 days ago,
Is China’s DeepSeek the end of Nvidia’s AI dominance?,https://www.youtube.com/watch?v=GRajzppBsqc&pp=ygUIRGVlcHNlZWs%3D,50K views,,11 days ago,5:00
DeepSeek vs. OpenAI: How the Open-Source Revolution Threatens the Imperialism of Big Tech,https://www.youtube.com/watch?v=74VVN9THfU8&pp=ygUIRGVlcHNlZWs%3D,11K views,,4 days ago,49:25
"Deepseek R1 - How to Use DeepSeek To Make $2,792 Again and Again (For Free)",https://www.youtube.com/watch?v=N7_gUStZzNY&pp=ygUIRGVlcHNlZWs%3D,231K views,,2 weeks ago,23:33
DeepSeek=深度覺醒？推動科技股重新估值。未來AI應用、商業化才是重點，分析潛力板塊，對龍頭Meta、Nvidia的影響 | 黃國英 | Z.com Forex 外匯交易室,https://www.youtube.com/watch?v=ubFcgvZ33YU&pp=ygUIRGVlcHNlZWs%3D,25K views,,4 days ago,
CHINA Built Deepseek. What is INDIA doing ?,https://www.youtube.com/watch?v=slayM4PloaA&pp=ygUIRGVlcHNlZWs%3D,18K views,,2 days ago,
DeepSeek Drops Janus Pro - Vision AND Image Gen In ONE Model,https://www.youtube.com/watch?v=_uTMyY1irUg&pp=ygUIRGVlcHNlZWs%3D,96K views,,2 weeks ago,
The DEEPSEEK tsunami EXPLAINED,https://www.youtube.com/watch?v=66le3H7yI1Q&pp=ygUIRGVlcHNlZWs%3D,820K views,,2 weeks ago,
[GRPO Explained] DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,https://www.youtube.com/watch?v=bAWV_yrqx4w&pp=ygUIRGVlcHNlZWs%3D,125K views,,3 weeks ago,
🚨🚨DEEPSEEK 🐋 Explained In Telugu | Kranthi Vlogger,https://www.youtube.com/watch?v=EUkHNU6tOOY&pp=ygUIRGVlcHNlZWs%3D,105K views,,2 weeks ago,12:40
"Build anything with DeepSeek R1, here’s how",https://www.youtube.com/watch?v=BdMEQzt_js0&pp=ygUIRGVlcHNlZWs%3D,572K views,,3 weeks ago,21:36
ಚೀನಾ DeepSeek ಹೊಡೆತ | Chinese AI Chatbot rattles US Tech Giants | US Market | NVIDIA | Masth Magaa,https://www.youtube.com/watch?v=qkrsLrVGRj0&pp=ygUIRGVlcHNlZWs%3D,299K views,,2 weeks ago,
DeepSeek引發美媒擔憂：美國在AI領域是否落後中國？微軟公司創始人比爾蓋茨：這一輪中國領先並不意外。#DeepSeek #比爾蓋茨 #BillGates #openai,https://www.youtube.com/shorts/yIRHKeYB31o,212K views,,7 days ago,
DeepSeek vs ChatGPT - Who Will Win,https://www.youtube.com/shorts/NSSCOehljEo,66K views,,2 weeks ago,
"Usa-Cina, DeepSeek vs ChatGPT: lo schiaffo di Xi a Trump e Musk",https://www.youtube.com/watch?v=kQKNZtI4siU&pp=ygUIRGVlcHNlZWs%3D,79K views,,2 weeks ago,37:35
NVIDIA made its own Devin copy with DEEPSEEK R1!!!,https://www.youtube.com/watch?v=mM4NWS3o2Lo&pp=ygUIRGVlcHNlZWs%3D,11K views,,2 days ago,6:53
'Deep Research': OpenAI's Reply to China’s DeepSeek? | Vantage with Palki Sharma | N18G,https://www.youtube.com/shorts/NY8XSExy-tw,30K views,,13 days ago,
Yet Another INSANE AI From China: First DeepSeek Now ByteDance (Beyond Scary),https://www.youtube.com/watch?v=u5lmGv93pGA&pp=ygUIRGVlcHNlZWs%3D,200K views,,9 days ago,10:01
DeepSeek-R1 VS ChatGPT o1: Who wins?,https://www.youtube.com/shorts/WffTHt8c9zU,75K views,,2 weeks ago,
Cómo Instalar y Usar DEEPSEEK | IA GRATIS,https://www.youtube.com/watch?v=Fuzzpcog7tQ&pp=ygUIRGVlcHNlZWs%3D,552K views,,2 weeks ago,
Stupid or really great? Why did DeepSeek choose open source?,https://www.youtube.com/watch?v=P29UqbkrsAQ&pp=ygUIRGVlcHNlZWs%3D,142K views,,11 days ago,
AI Battle Heats Up: West Tries to Crush China's DeepSeek | Vantage with Palki Sharma | N18G,https://www.youtube.com/watch?v=pXjhlo9GBb4&pp=ygUIRGVlcHNlZWs%3D,304K views,,2 weeks ago,
The US government is ALREADY trying to ban this AI #deepseek #ai #chatgpt #carterpcs #tech #techtok,https://www.youtube.com/shorts/ER-o8-94scM,153K views,,13 days ago,
DeepSeek's R1 model will be replicated by researchers at Hugging Face,https://www.youtube.com/shorts/hgppJHaDBtA,92K views,,2 weeks ago,
DeepSeek R1 Demo at Home.,https://www.youtube.com/shorts/c4jISq_Y66Q,11K views,,1 day ago,
DeepSeek V3: Incredible AI at an Unbeatable Price!,https://www.youtube.com/watch?v=M1PDuDz8IUI&pp=ygUIRGVlcHNlZWs%3D,190 views,,1 month ago,
DeepSeek: Geleceğin Teknolojisi – Teknik İnceleme / Prof. Dr. Emre Onur Kahya ile Bilim Ekstra,https://www.youtube.com/watch?v=YGfVRbl9hN8&pp=ygUIRGVlcHNlZWs%3D,15K views,,4 days ago,
Learn DeepSeek-R1 in 30 Minutes: Watch BEFORE It's TOO LATE!,https://www.youtube.com/watch?v=o_izsSNkgW0&pp=ygUIRGVlcHNlZWs%3D,263K views,,2 weeks ago,
"Prince Alwaleed: Trump’s Tariff’s, DeepSeek, & Going From Fox News’ Biggest Investor to Backing X",https://www.youtube.com/watch?v=r_eFGCBPuuM&pp=ygUIRGVlcHNlZWs%3D,541K views,,10 days ago,58:13
Will France Ban China's Deepseek? Hear Macron's Reply | Firstpost-France TV Exclusive | N18G,https://www.youtube.com/watch?v=JfKwA0zR3so&pp=ygUIRGVlcHNlZWs%3D,25K views,,6 days ago,3:02
How to Install DeepSeek Secure Private and Free 💻 🔒✨,https://www.youtube.com/watch?v=w1c2oLoML8o&pp=ygUIRGVlcHNlZWs%3D,21K views,,2 weeks ago,
Running DeepSeek r1 on your own computer 💻 #software #ai #tech #deepseek,https://www.youtube.com/shorts/5I0FGOFZkUA,322K views,,2 weeks ago,
How to actually run DeepSeek locally,https://www.youtube.com/watch?v=nt1SzojVy38&pp=ygUIRGVlcHNlZWs%3D,162K views,,2 weeks ago,4:05
Run DeepSeek AI Locally Without Internet! Full Offline Setup Guide 🚀,https://www.youtube.com/watch?v=VrchrCRAERY&pp=ygUIRGVlcHNlZWs%3D,41K views,,12 days ago,
DeepSeek vs ChatGPT 😲 | Madan Gowri | Tamil | MG Squad 🖖,https://www.youtube.com/shorts/UjY4lUFhvJQ,307K views,,2 weeks ago,
Deepseek AI How to Use it? This FREE AI Model is Super,https://www.youtube.com/watch?v=O57eO5jbHkg&pp=ygUIRGVlcHNlZWs%3D,11K views,,2 weeks ago,
馬斯克談DeepSeek：中國有很多非常聰明且有上進心的工程師 應該預料到中國可以做出很多偉大的東西#musk #AI #deepseek #china #tesla,https://www.youtube.com/shorts/3hYr3uMnijs,63K views,,6 days ago,
英伟达百万显卡成废铁！DeepSeek开始国产化适配！AI彻底白菜价！中国已实现AI完全自主国产化，美国AI产业绑架全球资本阴谋破产,https://www.youtube.com/watch?v=V-W-6t4YLuo&pp=ygUIRGVlcHNlZWs%3D,92K views,,1 day ago,8:37
"Access Any AI Model(DeepSeek,LLama, OpenAI, Gemini, Qwen) Easily in OpenWebUI With OpenRouter AI API",https://www.youtube.com/watch?v=AsoT9KLxhk4&pp=ygUIRGVlcHNlZWs%3D,1.4K views,,1 day ago,
Deepseek App Kya Hai | Deepseek App Review | How to Use Deepseek App | Deepseek App Kaise Use Kare,https://www.youtube.com/watch?v=uzcDlR2CfyA&pp=ygUIRGVlcHNlZWs%3D,43K views,,2 weeks ago,5:19
DeepSeek Disrupts Global Markets | Vantage with Palki Sharma | Subscribe to Firstpost | N18G,https://www.youtube.com/shorts/qaGsDROsoyo,84K views,,2 weeks ago,
Deepseek Deepseek...क्या है यह Deepseek? #china #usa #gpt #artificialintelligence #shorts #theiashub,https://www.youtube.com/shorts/thPxrBBQGos,246K views,,12 days ago,
DeepSeek R1'i Bilgisayarında Çalıştır!,https://www.youtube.com/watch?v=00IUMrTQCkM&pp=ygUIRGVlcHNlZWs%3D,45K views,,4 days ago,18:01
Deepseek Ai: How to Use DeepSeek R1 to Make Money Online! 🔥 DeepSeek R1 Review,https://www.youtube.com/watch?v=YH8uEhsZyz0&pp=ygUIRGVlcHNlZWs%3D,169K views,,2 weeks ago,
Deepseek r1 | How to use deepseek AI | Chat GPT vs deepseek | Using Deepseek is Secure ? | USA China,https://www.youtube.com/watch?v=3ILXsaI4U-o&pp=ygUIRGVlcHNlZWs%3D,32K views,,2 weeks ago,16:58
Is Deepseek a national security risk? #carterpcs #tech #techtok #techfacts #deepseek #ai #chatgpt,https://www.youtube.com/shorts/NmAkmRDMdxM,140K views,,2 weeks ago,
不只是DeepSeek：「中國製造2025」如何讓中國崛起－ BBC News 中文,https://www.youtube.com/watch?v=6-07MoT49iA&pp=ygUIRGVlcHNlZWs%3D,830K views,,9 days ago,7:04
DeepSeek - How to Fix The server is busy. Please try again later. Error | 3 Ways,https://www.youtube.com/watch?v=bclaFj18pQo&pp=ygUIRGVlcHNlZWs%3D,26K views,,9 days ago,
Deepseek R1 vs ChatGPT O3 Mini – The Ultimate AI Battle in 2025! 🏆🤖,https://www.youtube.com/shorts/rEoGUkuNJqU,25K views,,10 days ago,
DeepSeek: como inteligência artificial chinesa esquenta 'nova corrida espacial',https://www.youtube.com/watch?v=s2PShy1RxxI&pp=ygUIRGVlcHNlZWs%3D,319K views,,2 weeks ago,
矢板明夫说三道四：中国人工智能DeepSeek今后的命运,https://www.youtube.com/watch?v=FrF6Ub-hI8Q&pp=ygUIRGVlcHNlZWs%3D,223K views,,2 weeks ago,9:05
